Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Sales category,Quantity,Discount, Profit ,Profit Status
4325,US-2015-147662,08-06-2028,08-09-2028,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,14.35,Low,3,0.2,0.9,Profit
4326,US-2015-147662,09-06-2028,09-09-2028,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 Usb Wired Ergonomic Keyboard,71.98,Low,3,0.2,0.9,Profit
4327,CA-2016-153346,10-06-2028,10-09-2028,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,Low,3,0,2.3,Profit
4328,CA-2016-153346,11-06-2028,11-09-2028,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books With Fax/Mobile Section, 4 1/4"" X 6""",18,Low,5,0,8.28,Profit
4329,CA-2017-118360,12-06-2028,12-09-2028,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,New York,10011,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 Forms Per Page, 200 Sets Per Book",42.93,Low,9,0,19.32,Profit
4330,CA-2017-149853,13-06-2028,13-09-2028,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,15.55,Low,3,0.2,5.44,Profit
4331,CA-2017-149853,14-06-2028,14-09-2028,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92,Low,5,0.2,1.12,Profit
4332,CA-2017-107909,15-06-2028,15-09-2028,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,98052,West,TEC-AC-10001998,Technology,Accessories,Logitech Ls21 Speaker System - Pc Multimedia - 2.1-Ch - Wired,19.99,Low,1,0,6.8,Profit
4333,CA-2017-107909,16-06-2028,16-09-2028,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,98052,West,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,Low,5,0.2,8.02,Profit
4334,CA-2015-112375,17-06-2028,17-09-2028,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114,South,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 Gb,50.88,Low,6,0.2,14.63,Profit
4335,CA-2015-112375,18-06-2028,18-09-2028,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114,South,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes With Re-Use-A-Seal Closure, 10 X 13",27.31,Low,2,0.2,9.22,Profit
4336,CA-2015-154795,19-06-2028,19-09-2028,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.92,Low,1,0.2,2.77,Profit
4337,CA-2015-154795,20-06-2028,20-09-2028,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 X 14 1/2,14.37,Low,2,0.2,3.95,Profit
4338,CA-2015-125234,21-06-2028,21-09-2028,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10000158,Technology,Accessories,Sony 64Gb Class 10 Micro Sdhc R40 Memory Card,107.97,Medium,3,0,22.67,Profit
4339,CA-2015-125234,22-06-2028,22-09-2028,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.82,Medium,3,0,53.5,Profit
4340,CA-2017-133501,23-06-2028,23-09-2028,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Franklin,Tennessee,37064,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,5.18,Low,1,0.2,1.81,Profit
4341,US-2014-129609,24-06-2028,24-09-2028,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Portage,Indiana,46368,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter Everbold Pen Style Fluorescent Highlighters, 4/Pack",16.28,Low,2,0,6.51,Profit
4342,CA-2017-130309,25-06-2028,25-09-2028,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,High,3,0,157.87,Profit
4343,CA-2017-105410,26-06-2028,26-09-2028,First Class,ND-18370,Natalie Decherney,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004970,Office Supplies,Binders,"Accohide 3-Ring Binder, Blue, 1""",19.82,Low,6,0.2,6.69,Profit
4344,CA-2017-105410,27-06-2028,27-09-2028,First Class,ND-18370,Natalie Decherney,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10000038,Technology,Phones,Jawbone Mini Jambox Wireless Bluetooth Speaker,657.5,High,6,0.2,-131.5,Loss
4345,CA-2017-105410,28-06-2028,28-09-2028,First Class,ND-18370,Natalie Decherney,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54,Low,2,0,10.95,Profit
4346,CA-2017-105410,29-06-2028,29-09-2028,First Class,ND-18370,Natalie Decherney,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,199.96,Medium,4,0,85.98,Profit
4347,CA-2016-120355,30-06-2028,30-09-2028,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,631.78,High,2,0.1,140.4,Profit
4348,CA-2016-120355,01-07-2028,01-10-2028,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801,East,FUR-FU-10004053,Furniture,Furnishings,Dax Two-Tone Silver Metal Document Frame,60.72,Low,3,0,26.11,Profit
4349,CA-2017-169894,02-07-2028,02-10-2028,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10004230,Office Supplies,Binders,Gbc Recycled Grain Textured Covers,20.72,Low,2,0.7,-15.2,Loss
4350,CA-2017-169894,03-07-2028,03-10-2028,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.87,Medium,8,0.2,-41.59,Loss
4351,US-2017-100482,04-07-2028,04-10-2028,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.77,Low,2,0.2,1.47,Profit
4352,US-2017-100482,05-07-2028,05-10-2028,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,43130,East,TEC-AC-10003441,Technology,Accessories,Kingston Digital Datatraveler 32Gb Usb 2.0,27.12,Low,2,0.2,-4.75,Loss
4353,CA-2017-107748,06-07-2028,06-10-2028,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-Charging Portable Charger,95.84,Low,4,0.2,34.74,Profit
4354,CA-2017-107748,07-07-2028,07-10-2028,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,12.96,Low,2,0,6.22,Profit
4355,CA-2017-153654,08-07-2028,08-10-2028,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Asheville,North Carolina,28806,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.01,Low,8,0.7,-12.67,Loss
4356,CA-2015-155600,09-07-2028,09-10-2028,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-BI-10000545,Office Supplies,Binders,Gbc Ibimaster 500 Manual Proclick Binding System,"1,598.06",Very High,7,0.7,"-1,065.37",Loss
4357,CA-2015-155600,10-07-2028,10-10-2028,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,36.96,Low,4,0.2,12.01,Profit
4358,CA-2017-162565,11-07-2028,11-10-2028,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.37,Low,2,0.2,3.63,Profit
4359,CA-2017-162565,12-07-2028,12-10-2028,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505,Central,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,77.72,Low,1,0.6,-66.06,Loss
4360,CA-2017-162565,13-07-2028,13-10-2028,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505,Central,FUR-CH-10003973,Furniture,Chairs,Gueststacker Chair With Chrome Finish Legs,520.46,High,2,0.3,-14.87,Loss
4361,CA-2016-127642,14-07-2028,14-10-2028,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-PA-10000565,Office Supplies,Paper,Easy-Staple Paper,111.96,Medium,2,0,54.86,Profit
4362,US-2017-163195,15-07-2028,15-10-2028,Second Class,LL-16840,Lauren Leatherbury,Consumer,United States,Lafayette,Louisiana,70506,South,TEC-PH-10003875,Technology,Phones,Kld Oscar Ii Style Snap-On Ultra Thin Side Flip Synthetic Leather Cover Case For Htc One Htc M7,29.16,Low,3,0,8.46,Profit
4363,CA-2017-111332,16-07-2028,16-10-2028,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,Medium,3,0,35.62,Profit
4364,CA-2017-111332,17-07-2028,17-10-2028,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10001374,Office Supplies,Art,"Bic Brite Liner Highlighters, Chisel Tip",25.92,Low,4,0,8.29,Profit
4365,CA-2017-111332,18-07-2028,18-10-2028,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,High,4,0,162.09,Profit
4366,CA-2017-111332,19-07-2028,19-10-2028,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,7.41,Low,3,0,3.48,Profit
4367,CA-2017-111332,20-07-2028,20-10-2028,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith Inktank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,Low,10,0,7.1,Profit
4368,CA-2017-117044,21-07-2028,21-10-2028,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips To Go,10.53,Low,4,0.2,3.29,Profit
4369,CA-2017-117044,22-07-2028,22-10-2028,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.54,Low,6,0.2,6.42,Profit
4370,US-2016-165078,23-07-2028,23-10-2028,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers By Gbc,104.9,Medium,5,0,50.35,Profit
4371,US-2016-165078,24-07-2028,24-10-2028,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,Low,2,0,16.27,Profit
4372,US-2016-165078,25-07-2028,25-10-2028,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-LA-10000414,Office Supplies,Labels,Avery 503,51.75,Low,5,0,24.84,Profit
4373,US-2017-169320,26-07-2028,26-10-2028,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,Indiana,46514,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,Low,2,0,5.49,Profit
4374,US-2017-169320,27-07-2028,27-10-2028,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,Indiana,46514,Central,TEC-AC-10002550,Technology,Accessories,"Memorex 25Gb 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75,Medium,5,0,11.18,Profit
4375,CA-2016-158575,28-07-2028,28-10-2028,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Kent,Ohio,44240,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% Hepa Air Purifier,103.97,Medium,6,0.2,16.89,Profit
4376,CA-2014-166954,29-07-2028,29-10-2028,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",303.25,Medium,5,0,63.68,Profit
4377,CA-2014-166954,30-07-2028,30-10-2028,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet Masterpiece Homeoffice Power Control Center,270.72,Medium,3,0,78.51,Profit
4378,CA-2014-166954,31-07-2028,31-10-2028,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-CH-10003973,Furniture,Chairs,Gueststacker Chair With Chrome Finish Legs,"1,487.04",Very High,5,0.2,148.7,Profit
4379,CA-2015-140830,01-08-2028,01-11-2028,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" X 9 1/2"" Recycled Envelopes",17.48,Low,2,0,8.22,Profit
4380,CA-2015-140830,02-08-2028,02-11-2028,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek Top-Opening Peel & Seel Envelopes, Gray",71.88,Low,2,0,32.35,Profit
4381,CA-2015-152891,03-08-2028,03-11-2028,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,Low,3,0,16.32,Profit
4382,CA-2015-152891,04-08-2028,04-11-2028,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,253.18,Medium,3,0.2,-31.65,Loss
4383,US-2015-122784,05-08-2028,05-11-2028,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,Low,5,0.8,-4.46,Loss
4384,US-2015-122784,06-08-2028,06-11-2028,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.94,Medium,4,0.3,-126.48,Loss
4385,US-2015-122784,07-08-2028,07-11-2028,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,TEC-PH-10001557,Technology,Phones,Pyle Pmp37Led,153.58,Medium,2,0.2,13.44,Profit
4386,US-2015-122784,08-08-2028,08-11-2028,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,High,5,0.3,-52.2,Loss
4387,CA-2016-156811,09-08-2028,09-11-2028,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10001366,Office Supplies,Appliances,Staple Holder,43.92,Low,4,0,11.86,Profit
4388,CA-2016-156811,10-08-2028,10-11-2028,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.03,Low,3,0.2,7.82,Profit
4389,CA-2017-111556,11-08-2028,11-11-2028,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,Low,7,0,22.44,Profit
4390,CA-2017-111556,12-08-2028,12-11-2028,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.97,Medium,2,0.2,-25.3,Loss
4391,CA-2017-111556,13-08-2028,13-11-2028,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,"1,259.97",Very High,3,0,327.59,Profit
4392,CA-2017-111556,14-08-2028,14-11-2028,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004602,Office Supplies,Art,Boston Ks Multi-Size Manual Pencil Sharpener,68.97,Low,3,0,19.31,Profit
4393,CA-2016-108868,15-08-2028,15-11-2028,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,75081,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.37,Low,2,0.2,6.16,Profit
4394,CA-2016-108868,16-08-2028,16-11-2028,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10000923,Technology,Phones,"Belkin Sportfit Armband For Iphone 5S/5C, Fuchsia",59.96,Low,5,0.2,21.74,Profit
4395,CA-2014-142965,17-08-2028,17-11-2028,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.98,Low,1,0.2,-5.2,Loss
4396,CA-2014-142965,18-08-2028,18-11-2028,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,Low,3,0.7,-21.89,Loss
4397,CA-2016-148740,19-08-2028,19-11-2028,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom Soundpoint Ip 450 Voip Phone,361.38,Medium,2,0.2,27.1,Profit
4398,US-2014-138758,20-08-2028,20-11-2028,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.19,Medium,2,0.3,-46.74,Loss
4399,US-2014-138758,21-08-2028,21-11-2028,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.01,Low,2,0.2,12.08,Profit
4400,CA-2016-131737,22-08-2028,22-11-2028,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 X 13",199.9,Medium,5,0,89.96,Profit
4401,CA-2016-131737,23-08-2028,23-11-2028,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable Hepa Air Cleaner For 17' X 22' Room,901.95,High,3,0,297.64,Profit
4402,CA-2016-131737,24-08-2028,24-11-2028,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.5,High,5,0,252.59,Profit
4403,CA-2016-114538,25-08-2028,25-11-2028,First Class,RC-19825,Roy Collins,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10002445,Office Supplies,Art,Sanford Major Accent Highlighters,11.33,Low,2,0.2,2.55,Profit
4404,CA-2014-127936,26-08-2028,26-11-2028,First Class,CL-12565,Clay Ludtke,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002445,Office Supplies,Art,Sanford Major Accent Highlighters,21.24,Low,3,0,8.07,Profit
4405,CA-2015-164336,27-08-2028,27-11-2028,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002345,Technology,Accessories,Hp Standard 104 Key Ps/2 Keyboard,34.8,Low,3,0.2,2.18,Profit
4406,CA-2015-164336,28-08-2028,28-11-2028,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,Low,3,0.2,-2.44,Loss
